LABEL,TEXT,URL,EMAIL,PHONE,TEXTO
ham,Happy New year my dear brother. I really do miss you. Just got your number and decided to send you this text wishing you only happiness. Abiola,No,No,No,Feliz año nuevo mi querido hermano. Realmente te extraño. Acabo de recibir tu número y decidí enviarte este texto deseándole solo felicidad. Abiola
ham,I see the letter B on my car,No,No,No,Veo la letra B en mi coche
Smishing,PRIVATE! Your 2004 Account Statement for 078498****7 shows 786 unredeemed Bonus Points. To claim call 08719180219 Identifier Code: 45239 Expires 06.05.05,No,No,yes,¡PRIVADO! Su estado de cuenta de 2004 para 078498 **** 7 muestra 786 puntos de bonificación no redimidos. Para reclamar llame al 08719180219 Código del identificador: 45239 expira 06.05.05
ham,Just re read it and I have no shame but tell me how he takes it and if he runs I will blame u 4 ever!! Not really 4 ever just a long time,No,No,No,"¡Solo lo lea y no tengo vergüenza, pero dime cómo lo toma y si corre te culparé 4 nunca! Realmente no 4 nunca mucho tiempo"
ham,"I get out of class in bsn in like  &lt;#&gt;  minutes, you know where advising is?",No,No,No,"Salgo de clase en BSN en Like & lt;#& gt;  minutos, ¿sabes dónde está el asesoramiento?"
ham,"Watching cartoon, listening music &amp; at eve had to go temple &amp; church.. What about u?",No,No,No,"Viendo dibujos animados, escucha música y amp; en Eve tuvo que ir al templo y amp; Iglesia .. ¿Qué hay de ti?"
ham,"Not for possession, especially not first offense",No,No,No,"No por posesión, especialmente no por primera ofensa"
Smishing,Urgent Ur £500 guaranteed award is still unclaimed! Call 09066368327 NOW closingdate04/09/02 claimcode M39M51 £1.50pmmorefrommobile2Bremoved-MobyPOBox734LS27YF,No,No,yes,¡Urgent Ur UR £ 500 Garanted Award todavía no está reclamado! Llame al 09066368327 ahora cierre date04/09/02 afirman M39M51 £ 1.50pmmoreFromMobile2Bremoved-MobyPoBoBOX734LS27YF
Smishing,"You have won ?1,000 cash or a ?2,000 prize! To claim, call09050000327. T&C: RSTM, SW7 3SS. 150ppm",No,No,yes,"¡Has ganado? 1,000 en efectivo o un premio de 2,000! Para reclamar, llame al09050000327. T&C: RSTM, SW7 3SS. 150 ppm"
ham,K...k:)why cant you come here and search job:)�.that sounds better...,No,No,No,K ... k :) ¿Por qué no puedes venir aquí y buscar trabajo :)? Eso suena mejor ...
ham,THING R GOOD THANX GOT EXAMS IN MARCH IVE DONE NO REVISION? IS FRAN STILL WITH BOYF? IVE GOTTA INTERVIW 4 EXETER BIT WORRIED!x,No,No,No,"¿Qué bien, gracias por los exámenes en marzo, no he hecho ninguna revisión? ¿Fran todavía está con Boyf? ¡Tengo que intervenir 4 Exeter Bit preocupado! X"
ham,Yup i thk so until e shop closes lor.,No,No,No,"Sí, hasta que E Shop se cierra para."
Smishing,	You are a winner U have been specially selected 2 receive £1000 cash or a 4* holiday (flights inc) speak to a live operator 2 claim 0871277810810,No,No,yes,Usted es un ganador que ha sido seleccionado especialmente 2 Recibe £ 1000 en efectivo o unas 4* Holiday (Flights Inc) Hable con un operador en vivo 2 Reclamación 0871277810810
ham,I can't make it tonight,No,No,No,No puedo hacerlo esta noche
ham,Why i come in between you people,No,No,No,Por qué me interpongo entre ustedes
ham,"Fighting with the world is easy, YOU either win or lose BUTt fightng with someONE who is close to u is dificult BECAUSE if u lose, u lose AND  if u win, u still lose.",No,No,No,"Pelear con el mundo es fácil, ganas o pierdes la pelea con alguien que está cerca de ti es difícil porque si pierdes, pierdes y si ganas, todavía pierdes."
ham,K come to nordstrom when you're done,No,No,No,K ven a nordstrom cuando hayas terminado
ham,I'm wif him now buying tix lar...,No,No,No,Estoy con él ahora comprando tix lar ...
ham,Hi:)did you asked to waheeda fathima about leave?,No,No,No,Hola :) ¿Te pidiste a Waheeda Fathima sobre la licencia?
ham,"Rose for red,red for blood,blood for heart,heart for u. But u for me.... Send tis to all ur friends.. Including me.. If u like me.. If u get back, 1-u r poor in relation! 2-u need some 1 to support 3-u r frnd 2 many 4-some1 luvs u 5+- some1 is praying god to marry u.:-) try it....",No,No,No,"Rose para rojo, rojo para sangre, sangre por corazón, corazón para ti. Pero tú para mí ... envía esto a todos tus amigos ... incluyéndome a mí ... si te gusto ... si regresas, 1-u r pobre en relación! 2-U necesita unos 1 para apoyar 3-U R FRND 2 MUCHOS 4-SOME1 LUVS U 5+-Some1 está rezando a Dios que se case contigo. :-) Pruébalo ..."
ham,"Ok omw now, you at castor?",No,No,No,"Ok Omw ahora, ¿estás en Castor?"
ham,He remains a bro amongst bros,No,No,No,Sigue siendo un hermano entre los hermanos
ham,Wrong phone! This phone! I answer this one but assume the other is people i don't well,No,No,No,"¡Teléfono equivocado! ¡Este teléfono! Respondo a este, pero supongo que la otra es personas que no estoy bien"
ham,Ic. There are a lotta childporn cars then.,No,No,No,IC. Hay un lotta autos para niños entonces.
ham,"I sent my scores to sophas and i had to do secondary application for a few schools. I think if you are thinking of applying, do a research on cost also. Contact joke ogunrinde, her school is one me the less expensive ones",No,No,No,"Envié mis puntajes a Sophas y tuve que hacer una solicitud secundaria para algunas escuelas. Creo que si estás pensando en aplicar, investigar también sobre el costo. Contacto en la broma Ogunrinde, su escuela es uno de mí los menos costosos"
Smishing,Congratulations - in this week's competition draw u have won the �1450 prize to claim just call 09050002312 . T&Cs/stop SMS 08718727868.,No,No,yes,"Felicitaciones: en el sorteo de la competencia de esta semana, ha ganado el premio �1450 para reclamar, solo llame al 09050002312. T&CS/Stop SMS 08718727868."
ham,Happy birthday... Be happy ..keep smiling...,No,No,No,Feliz cumpleaños ... sé feliz ... sigue sonriendo ...
ham,When're you guys getting back? G said you were thinking about not staying for mcr,No,No,No,¿Cuándo están regresando? G dijo que estabas pensando en no quedarte para MCR
spam,Block Breaker now comes in deluxe format with new features and great graphics from T-Mobile. Buy for just £5 by replying GET BBDELUXE and take the challenge,No,No,No,Block Breaker ahora viene en formato de lujo con nuevas características y excelentes gráficos de T-Mobile. Compre por solo £ 5 respondiendo BBDeluxe y tome el desafío
Smishing,"As a valued customer, I am pleased to advise you that following recent review of your Mobile No. you are awarded with a Rs.5,00,000 Bonus Prize, call 8536074310",No,No,yes,"Como cliente valioso, me complace aconsejarle que después de la reciente revisión de su número de teléfono móvil, se le otorga un premio de bonificación de Rs.5,00,000, llame al 8536074310"
ham,No i am not having not any movies in my laptop,No,No,No,"No, no tengo ninguna película en mi computadora portátil"
ham,Okie�great!!,No,No,No,OKIE 'GRANDE !!
ham,Hello my little party animal! I just thought I'd buzz you as you were with your friends ...*grins*... Reminding you were loved and send a naughty adoring kiss,No,No,No,¡Hola mi pequeño animal de fiesta! Pensé que te haría zumbar como estabas con tus amigos ...*sonríe*... recordando que fuiste amado y enviaba un beso travieso adorado
ham,"You'd laugh, delete the tag and keep going. All the best for your future.",No,No,No,"Te reirías, eliminarías la etiqueta y seguirías. Todo lo mejor para tu futuro."
ham,Shb b ok lor... Thanx...,No,No,No,SHB B OK LOR ... gracias ...
ham,Serious? What like proper tongued her,No,No,No,¿Grave? ¿Qué le gusta la lengua apropiada?
ham,Cab is available.they pick up and drop at door steps.,No,No,No,La cabina está disponible. Recogen y caen en los escalones de la puerta.
Spam,	-PLS STOP bootydelious (32/F) is inviting you to be her friend. Reply YES-434 or NO-434 See her: www.SMS.ac/u/bootydelious STOP? Send STOP FRND to 62468,yes,No,yes,-PLS Stop Bootydelious (32/f) te invita a ser su amiga. Responder Sí-434 o No-434 Véala: www.sms.ac/u/Bootydelious Stop? Enviar parada frnd al 62468
ham,Dunno lei ü all decide lor. How abt leona? Oops i tot ben is going n i msg him.,No,No,No,Noada lei ü todos deciden lor. ¿Cómo abt Leona? Ups I Tot Ben va a él.
ham,Oh dang! I didn't mean o send that to you! Lol!,No,No,No,¡Oh dang! ¡No quise enviarte eso! ¡Jajaja!
ham,Dunno i juz askin cos i got a card got 20% off 4 a salon called hair sense so i tot it's da one ü cut ur hair.,No,No,No,"No sé, juz, pregunté porque tengo una tarjeta que obtuve un 20% de descuento 4 un salón llamado cabello sentido, así que yo es que es un ü cortado tu cabello."
ham,How much would it cost to hire a hitman,No,No,No,¿Cuánto costaría contratar a un asesino a sueldo?
ham,"Party's at my place at usf, no charge (but if you can contribute in any way it is greatly appreciated) and yeah, we got room for one more",No,No,No,"La fiesta está en mi casa en la USF, sin cargo (pero si puede contribuir de alguna manera, es muy apreciada) y sí, tenemos espacio para uno más"
spam,Hi I'm sue. I am 20 years old and work as a lapdancer. I love sex. Text me live - I'm i my bedroom now. text SUE to 89555. By TextOperator G2 1DA 150ppmsg 18+,No,No,yes,"Hola, soy Sue. Tengo 20 años y trabajo como lapdancer. Amo el sexo. Envíame un mensaje de texto en vivo - Soy mi habitación ahora. Text Sue a 89555. Por TextOperator G2 1DA 150ppMSG 18+"
ham,Wa... U so efficient... Gee... Thanx...,No,No,No,Wa ... eres tan eficiente ... gee ... gracias ...
ham,Ü got wat to buy tell us then ü no need to come in again.,No,No,No,Ü obtuve lo que comprara decirnos entonces ü no es necesario volver a entrar.
ham,56 w jetton ave if you forgot,No,No,No,56 W JETTON AVE Si lo olvidaste
ham,I'm still pretty weak today .. Bad day ?,No,No,No,Todavía estoy bastante débil hoy ... ¿mal día?
ham,Prabha..i'm soryda..realy..frm heart i'm sory,No,No,No,Prabha..m soryda..realy..frm heart soy sory
ham,Hey happy birthday...,No,No,No,Hola feliz cumpleaños ...
ham,I'm leaving my house now...,No,No,No,Me voy de casa ahora ...
ham,"Yeah, probably but not sure. Ilol let u know, but personally I wuldnt bother, then again if ur goin to then I mite as well!!",No,No,No,"Sí, probablemente pero no estoy seguro. ¡Ilol avísate, pero personalmente no me molestaré, luego, de nuevo, si vas a ir, yo también lo mito!"
ham,I ain't answerin no phone at what is actually a pretty reasonable hour but I'm sleepy,No,No,No,"No tengo contesto ningún teléfono en lo que en realidad es una hora bastante razonable, pero tengo sueño"
ham,I am getting threats from your sales executive Shifad as i raised complaint against him. Its an official message.,No,No,No,Estoy recibiendo amenazas de su ejecutivo de ventas Shifad mientras planteaba una queja contra él. Es un mensaje oficial.
ham,Yeah imma come over cause jay wants to do some drugs,No,No,No,"Sí, viene, porque Jay quiere hacer algunas drogas"
ham,Lol wtf random. Btw is that your lunch break,No,No,No,"Lol wtf aleatorio. Por cierto, es que tu almuerzo sale"
Smishing,Your SAM registration has been received! Click here to complete the process�http://rghst.xyz/NPHTmtb Reply STOP 2 opt out of future texts,yes,No,No,¡Se ha recibido su registro de SAM! Haga clic aquí para completar el proceso 'http: //rghst.xyz/nphtmtb Responder Stop 2 Opta de futuros textos
ham,Mm umma ask vava also to come tell him can play later together,No,No,No,Mm Umma le pide a Vava también que venga a decirle que puede jugar más tarde juntos
ham,I wud never mind if u dont miss me or if u dont need me.. But u wil really hurt me wen u need me &amp; u dont tell me......... Take care:-),No,No,No,No me importa si no me extrañas o si no me necesitas ... pero realmente me lastimarás cuando me necesitas y amp; no me dices ......... Cuídate :-)
ham,Can do lor...,No,No,No,Puede hacer para ...
ham,Din i tell u jus now 420,No,No,No,Din te digo jus ahora 420
ham,There is no sense in my foot and penis.,No,No,No,No tiene sentido en mi pie y mi pene.
ham,"Better than bb. If he wont use it, his wife will or them doctor",No,No,No,"Mejor que bb. Si no lo usa, su esposa o ellos médicos"
ham,Oh k�I know that�and I have been watching here�,No,No,No,"Oh, sé que he estado viendo aquí"
spam,Dont forget you can place as many FREE Requests with 1stchoice.co.uk as you wish. For more Information call 08707808226.,yes,No,yes,No olvide que puede hacer tantas solicitudes gratuitas con 1stchoice.co.uk como desee. Para más información llame al 08707808226.
ham,Lol now I'm after that hot air balloon!,No,No,No,LOL ¡Ahora estoy después de ese globo de aire caliente!
spam,"SMS SERVICES. for your inclusive text credits, pls goto www.comuk.net login= 3qxj9 unsubscribe with STOP, no extra charge. help 08702840625.COMUK. 220-CM2 9AE",yes,No,yes,"Servicios de SMS. Para sus créditos de texto inclusivos, PLS GOTO www.comuk.net login = 3qxj9 Unfrison la suscripción con Stop, sin cargo adicional. Ayuda 08702840625.comuk. 220 cm2 9ae"
ham,I place all ur points on e cultures module already.,No,No,No,Ya coloco todos sus puntos en el módulo de culturas.
ham,Wake me up at  &lt;#&gt;  am morning:),No,No,No,Wake Me Up At & lt;#& gt;  soy mañana :)
spam,"Wellness Profile -health checkup from Thyrocare: Covers heart, thyroid, kidney, liver, diabetes & more. 63 Wellness Tests @home service with 33% Disc. : 09222201004",No,No,yes,"Perfil de bienestar: chequeo de salud de Thyrocare: cubre corazón, tiroides, riñón, hígado, diabetes y más. 63 pruebas de bienestar @Home Service con 33% de disco. : 092222201004"
ham,No da. . Vijay going to talk in jaya tv,No,No,No,No Da. . Vijay va a hablar en Jaya TV
ham,WHEN THE FIRST STRIKE IS A RED ONE. THE BIRD + ANTELOPE BEGIN TOPLAY IN THE FIELDOF SELFINDEPENDENCE BELIEVE THIS + THE FLOWER OF CONTENTION WILL GROW.RANDOM!,No,No,No,Cuando el primer ataque es rojo. El pájaro + antílope comienza Toplay en el campo de la autointependencia cree que esto + la flor de la contienda crecerá. ¡Random!
ham,Yes we were outside for like 2 hours. And I called my whole family to wake them up cause it started at 1 am,No,No,No,"Sí, estuvimos afuera durante 2 horas. Y llamé a toda mi familia para despertarlos porque comenzó a la 1 am"
spam,Filthy stories and GIRLS waiting for your,No,No,No,Historias sucias y chicas esperando tu
ham,Went to ganesh dress shop,No,No,No,Fui a Ganesh Dress Shop
ham,"Sorry man my account's dry or I would, if you want we could trade back half or I could buy some shit with my credit card",No,No,No,"Lo siento, hombre, mi cuenta está seca o lo haría, si quieres podríamos cambiar la mitad o podría comprar una mierda con mi tarjeta de crédito"
ham,Detroit. The home of snow. Enjoy it.,No,No,No,Detroit. La casa de la nieve. Disfrútala.
ham,"You have come into my life and brought the sun ..Shiny down on me, warming my heart. Putting a constant smile on my face ... Making me feel loved and cared for",No,No,No,Has entrado en mi vida y me has traído el sol. Poniendo una sonrisa constante en mi rostro ... haciéndome sentir amado y preocupado
ham,My darling sister. How are you doing. When's school resuming. Is there a minimum wait period before you reapply? Do take care,No,No,No,Mi querida hermana. Cómo estás. ¿Cuándo se reanuda la escuela? ¿Hay un período de espera mínimo antes de volver a aplicar? Cuida
ham,Reckon need to be in town by eightish to walk from * carpark.,No,No,No,Calcular debe estar en la ciudad por octho años para caminar desde * Carmark.
ham,What pa tell me.. I went to bath:-),No,No,No,¿Qué me digo PA? Fui a Bath :-)
ham,"Perhaps * is much easy give your account identification, so i will tomorrow at UNI",No,No,No,"Quizás * es mucho fácil dar la identificación de su cuenta, así que mañana lo haré mañana en la universidad"
ham,Lol they don't know about my awesome phone. I could click delete right now if I want.,No,No,No,"LOL, no saben sobre mi increíble teléfono. Podría hacer clic en Eliminar ahora mismo si quiero."
ham,Nooooooo I'm gonna be bored to death all day. Cable and internet outage.,No,No,No,Nooooooo me aburriré hasta la muerte todo el día. Interrupción de cable e internet.
Smishing,You have won a Nokia 7250i.  To take part send Nokia to 86021 now. HG/Suite342/2Lands Row/W1JHL 16+,No,No,yes,"Has ganado un Nokia 7250i.  Para participar, envíe a Nokia al 86021 ahora. HG/Suite342/2lands Row/W1JHL 16+"
ham,Wat makes u thk i'll fall down. But actually i thk i'm quite prone 2 falls. Lucky my dad at home i ask him come n fetch me already.,No,No,No,"Lo que te hace caer. Pero en realidad, soy bastante propenso 2 caídas. Por suerte mi papá en casa, le pido que ven a buscarme."
ham,Have you been practising your curtsey?,No,No,No,¿Has estado practicando tu reverso?
ham,"Yeah, that's fine! It's £6 to get in, is that ok? ",No,No,No,"¡Sí, está bien! Es £ 6 para entrar, ¿está bien?"
ham,Joy's father is John. Then John is the ____ of Joy's father. If u ans ths you hav  &lt;#&gt;  IQ. Tis s IAS question try to answer.,No,No,No,El padre de Joy es John. Entonces John es el ____ del padre de Joy. Si estás y que tienes & lt;#& gt;  Iq. Esta pregunta es la pregunta que intente responder.
Smishing,"Dear Voucher Holder, To claim this weeks offer, at you PC please go to http://www.e-tlp.co.uk/reward. Ts&Cs apply.",yes,No,No,"Estimado titular del cupón, para reclamar la oferta de esta semana, a su PC, visite http://www.e-tlp.co.uk/reward. TS y CS se aplican."
ham,"K, jason says he's gonna be around so I'll be up there around  &lt;#&gt;",No,No,No,"K, Jason dice que va a estar cerca, así que estaré ahí arriba & lt;#& gt;"
spam,88800 and 89034 are premium phone services call 08718711108,No,No,yes,88800 y 89034 son servicios de teléfono premium llamado al 08718711108
ham,"that would be good … I'll phone you tomo lunchtime, shall I, to organise something?",No,No,No,"Eso sería bueno ... te llamaré a la hora del almuerzo, ¿debo organizar algo?"
ham,Nothing spl..wat abt u and whr ru?,No,No,No,Nada spl.
Smishing,Hey I am really * want to chat or see me  text to 08718738034,No,No,yes,"Oye, soy realmente * quiero charlar o verme mensaje de texto al 08718738034"
ham,PS U no ur a grown up now right?,No,No,No,"PD: No eres un adulto ahora, ¿verdad?"
Smishing,"Someone U know has asked our dating service 2 contact you! Cant guess who? CALL 09058095107 NOW all will be revealed. POBox 7, S3XY 150p ",No,No,yes,"Alguien que conoces ha preguntado nuestro servicio de citas 2 ¡Contácteate! ¿No puedo adivinar quién? Llame al 09058095107 ahora todo se revelará. POBOX 7, S3XY 150P"
ham,Then just eat a shit and wait for ur monkey face bitch.......... U asshole..................,No,No,No,"Entonces solo come una mierda y espera a tu fara de mono, perra .......... U Isshole .................."
Smishing,+123 Congratulations - in this week's competition draw u have won the £1450 prize to claim just call 09050002311 b4280703. T&Cs/stop SMS 08718727868. Over 18 only 150ppm,No,No,yes,"+123 Felicitaciones: en el sorteo de la competencia de esta semana, has ganado el premio de £ 1450 para reclamar, solo llame al 09050002311 B4280703. T&CS/Stop SMS 08718727868. Más de 18 solo 150ppm"
ham,Minimum walk is 3miles a day.,No,No,No,La caminata mínima es de 3 millas al día.
ham,Jay's getting really impatient and belligerent,No,No,No,Jay se está volviendo realmente impaciente y beligerante
ham,So i'm doing a list of buyers.,No,No,No,Así que estoy haciendo una lista de compradores.
ham,Hahaha..use your brain dear,No,No,No,Jajaja ... usa tu cerebro querido
ham,"Get the door, I'm here",No,No,No,"Consigue la puerta, estoy aquí"
ham,Dis is yijue. I jus saw ur mail. In case huiming havent sent u my num. Dis is my num.,No,No,No,Dis es yijue. Yo solo vi tu correo. En caso de que Huiming no te haya enviado mi número. Dis es mi número.
Smishing,"Thank you, winner notified by sms. Good Luck! No future marketing reply STOP to 84122 customer services 08450542832",No,No,yes,"Gracias, ganador notificado por SMS. ¡Buena suerte! No hay futuras respuestas de marketing parada a 84122 Servicios al cliente 08450542832"
Smishing,"You are guaranteed the latest Nokia Phone, a 40GB iPod MP3 player or a £500 prize! Txt word: COLLECT to No: 83355! IBHltd LdnW15H 150p/Mtmsgrcvd18+",No,No,yes,"¡Te garantizan el último teléfono Nokia, un reproductor de MP3 de 40 GB o un premio de £ 500! Palabra txt: recopilar al no: 83355! Ibhltd LDNW15H 150P/MTMSGRCVD18+"
ham,Lol that's different. I don't go trying to find every real life photo you ever took.,No,No,No,Lol eso es diferente. No voy a tratar de encontrar todas las fotos de la vida real que hayas tomado.
ham,Get down in gandhipuram and walk to cross cut road. Right side &lt;#&gt; street road and turn at first right.,No,No,No,Bájese en Gandhipuram y camine para Cross Cut Road. Lado derecho & lt;#& gt; Street Road y gire a la primera derecha.
ham,Now got tv 2 watch meh? U no work today?,No,No,No,Ahora tienes TV 2 ¿MEH? ¿No trabajas hoy?
spam,FreeMsg: Hey - I'm Buffy. 25 and love to satisfy men. Home alone feeling randy. Reply 2 C my PIX! QlynnBV Help08700621170150p a msg Send stop to stop txts,No,No,yes,"Freemsg: Oye, soy Buffy. 25 y amor para satisfacer a los hombres. Solo en casa sintiéndose randy. Responder 2 C mi pix! QLYNNBV AYUD08700621170150P Un mensaje de envío de msg para detener txts"
ham,Why you keeping me away like this,No,No,No,¿Por qué me mantienes alejado así?
ham,"Wen u miss someone, the person is definitely special for u..... But if the person is so special, why to miss them, just Keep-in-touch gdeve..",No,No,No,"Cuando extrañas a alguien, la persona es definitivamente especial para ti ... pero si la persona es tan especial, por qué extrañarlo, solo guarda en el toque Gdeve ..."
Smishing,Last chance 2 claim ur £150 worth of discount vouchers-Text YES to 85023 now!SavaMob-member offers mobile T Cs 08717898035. £3.00 Sub. 16 . Remove txt X or STOP,No,No,yes,Última oportunidad 2 afirma su valor de descuento de £ 150-text de descuento Sí a 85023 ahora! Savamob-Member ofrece móvil T CS 08717898035. £ 3.00 Sub. 16. Retire txt x o pare
ham,Wishing you and your family HAPPY NEW Year ..,No,No,No,Deseándole a usted y a su familia Feliz año nuevo ..
ham,"Cool, want me to go to kappa or should I meet you outside mu",No,No,No,"Genial, quiero que vaya a Kappa o debería conocerte afuera mu"
ham,Well then you have a great weekend!,No,No,No,"Bueno, ¡entonces tienes un gran fin de semana!"
ham,S:)no competition for him.,No,No,No,S :) Sin competencia para él.
spam,Free 1st week entry 2 TEXTPOD 4 a chance 2 win 40GB iPod or £250 cash every wk. Txt VPOD to 81303 Ts&Cs www.textpod.net custcare 08712405020.,yes,No,yes,Entrada gratuita de la primera semana 2 TextPod 4 A Oportunidad 2 Gane 40GB iPod o £ 250 en efectivo cada semana. Txt VPOD a 81303 TS y CS www.textpod.net custcare 08712405020.
ham,"Oh k...i'm watching here:), I know what happened",No,No,No,"Oh k ... estoy mirando aquí :), sé lo que pasó"
ham,Call to the number which is available in appointment. And ask to connect the call to waheed fathima.,No,No,No,Llame al número que está disponible en la cita. Y pida conectar la llamada a Waheed Fathima.
ham,I'm sorry. I've joined the league of people that dont keep in touch. You mean a great deal to me. You have been a friend at all times even at great personal cost. Do have a great week.|,No,No,No,Lo lamento. Me he unido a la liga de personas que no se mantienen en contacto. Te refieres mucho a mí. Has sido un amigo en todo momento incluso a gran costo personal. Que tengas una gran semana.
ham,"Today is ""song dedicated day.."" Which song will u dedicate for me? ",No,No,No,"Hoy es ""Song Dediced Day .."" ¿Qué canción dedicarás a mí?"
ham,With my sis lor... We juz watched italian job.,No,No,No,Con mi hermana lor ... Juz vimos trabajo italiano.
ham,All boys made fun of me today. Ok i have no problem. I just sent one message just for fun,No,No,No,"Todos los chicos se burlaron de mí hoy. Ok, no tengo ningún problema. Acabo de enviar un mensaje solo por diversión"
ham,";-( oh well, c u later",No,No,No,";-( oh bueno, c u más tarde"
ham,Sending you greetings of joy and happiness. Do have a gr8 evening,No,No,No,Enviándote saludos de alegría y felicidad. Que tengas una noche de gr8
ham,You still coming tonight?,No,No,No,¿Sigues vienes esta noche?
ham,"Ask g or iouri, I've told the story like ten times already",No,No,No,"Pregúntale a G o Iouri, he contado la historia como diez veces ya"
spam,"I want some cock! My hubby's away, I need a real man 2 satisfy me. Txt WIFE to 89938 for no strings action. (Txt STOP 2 end, txt rec £1.50ea. OTBox 731 LA1 7WS. )",No,No,yes,"¡Quiero un poco de polla! Mi esposo está fuera, necesito un hombre de verdad 2 me satisfacen. Esposa txt a 89938 para ninguna acción de cadenas. (TXT Stop 2 End, TXT Rec £ 1.50ea. OTBOX 731 LA1 7WS)."
ham,Then its most likely called Mittelschmertz. Google it. If you dont have paracetamol dont worry it will go.,No,No,No,"Entonces es muy probable que se llame Mittelschmertz. Google. Si no tiene paracetamol, no se preocupe, se irá."
ham,"Hey. What happened? U switch off ur cell d whole day. This isnt good. Now if u do care, give me a call tomorrow.",No,No,No,"Ey. ¿Qué pasó? A apague la celda D todo el día. Esto no es bueno. Ahora, si te importa, llámame mañana."
ham,It only does simple arithmetic not percentages.,No,No,No,Solo lo hace la aritmética simple no porcentajes.
ham,"Aight, you close by or still down around alex's place?",No,No,No,"Aight, ¿estás cerca o todavía en el lugar de Alex?"
ham,Ding me on ya break fassyole! Blacko from londn,No,No,No,¡Ding Me on You Break Fassyole! Blacko de Londn
ham,"Me not waking up until 4 in the afternoon, sup",No,No,No,"No me despierto hasta las 4 de la tarde, sup"
Smishing,"Please call our customer service representative on 8536074310 between 10am-9pm as you have W0N a guaranteed cash prize of Rs.10,00,000. FL1PKART TEAM",No,No,yes,"Llame a nuestro representante de servicio al cliente al 8536074310 entre las 10 a.m. y las 9 p.m., ya que tiene un premio en efectivo garantizado de Rs.10,00,000. Equipo de FL1PKART"
ham,How are you doing? Hope you've settled in for the new school year. Just wishin you a gr8 day,No,No,No,¿Cómo estás? Espero que se haya instalado para el nuevo año escolar. Solo te deseo un día gr8
ham,I didnt get anything da,No,No,No,No conseguí nada da
ham,Well good morning mr . Hows london treatin' ya treacle?,No,No,No,"Bueno, buenos días Sr. ¿Cómo se trata de Londres?"
Smishing,	We tried to call you re your reply to our sms for a video mobile 750 mins UNLIMITED TEXT free camcorder Reply or call now 08000930705 Del Thurs,No,No,yes,Intentamos llamarlo con su respuesta a nuestro SMS para un video móvil 750 minutos de texto ilimitado Respuesta gratuita de videocámara o llame ahora 08000930705 del jueves
Smishing,	You have 1 new voicemail. Please call 08719181513.,No,No,yes,Tienes 1 nuevo correo de voz. Llame al 08719181513.
ham,We got a divorce. Lol. She.s here,No,No,No,Nos divorciamos. Jajaja. Ella es aquí
Smishing,Do you want a new video handset? 750 anytime any network mins? Half Price Line Rental? Camcorder? Reply or call 08000930705 for delivery tomorrow,No,No,yes,¿Quieres un nuevo teléfono de video? 750 ¿En cualquier momento algún mins de red? ¿Alquiler de alquiler de línea media de precio? Videocámara? Responder o llamar al 08000930705 para la entrega mañana
ham,Just sing HU. I think its also important to find someone female that know the place well preferably a citizen that is also smart to help you navigate through. Even things like choosing a phone plan require guidance. When in doubt ask especially girls.,No,No,No,"Solo canta hu. Creo que también es importante encontrar a alguien mujer que conozca el lugar preferiblemente un ciudadano que también sea inteligente para ayudarlo a navegar. Incluso cosas como elegir un plan telefónico requieren orientación. En caso de duda, pregunte especialmente a las chicas."
spam,Buy Space Invaders 4 a chance 2 win orig Arcade Game console. Press 0 for Games Arcade (std WAP charge) See o2.co.uk/games 4 Terms + settings. No purchase,yes,No,No,Compre Space Invaders 4 A Opilent 2 Win Orig Arcade Game Console. Presione 0 para juegos Arcade (STD WAP Charge) Consulte o2.co.uk/games 4 términos + configuraciones. Sin compra
Smishing,"Dear customer, Due to BVN system upgrade, your ATM CARD has been de-activated by CBN. To re-activate call customer care 08167340838 for help.",No,No,yes,"Estimado cliente, debido a la actualización del sistema BVN, CBN ha desactivado su tarjeta de cajero automático. Para reactivar llame al cliente de atención al cliente 08167340838 para obtener ayuda."
ham,Call me when u finish then i come n pick u.,No,No,No,Llámame cuando termines y luego vengo y te elige.
ham,Captain is in our room:),No,No,No,El capitán está en nuestra habitación :)
ham,Shall i start from hear.,No,No,No,¿Comenzaré desde escuchar?
spam,Hello. We need some posh birds and chaps to user trial prods for champneys. Can i put you down? I need your address and dob asap. Ta r,No,No,No,Hola. Necesitamos algunos pájaros elegantes y capítulos para los productos de prueba de usuarios para Champneys. ¿Puedo dejarte? Necesito tu dirección y su DOB lo antes posible. TA R
ham,Of cos can lar i'm not so ba dao ok... 1 pm lor... Y u never ask where we go ah... I said u would ask on fri but he said u will ask today...,No,No,No,"De cup Can Lar No soy tan Ba Dao Ok ... 1 pm para ... nunca preguntas a dónde vamos, ah ... Dije que preguntarías en viernes, pero él dijo que preguntarás hoy ..."
ham,Yes :)it completely in out of form:)clark also utter waste.,No,No,No,Sí :) completamente en forma :) Clark también pronuncia residuos.
spam,"Hey Boys. Want hot XXX pics sent direct 2 ur phone? Txt PORN to 69855, 24Hrs free and then just 50p per day. To stop text STOPBCM SF WC1N3XX",No,No,yes,"Hola chicos. ¿Quieres fotos HOT XXX enviadas directamente a tu teléfono? Porno txt a 69855, 24 horas gratis y luego solo 50p por día. Para detener el texto StopBCM SF WC1N3XX"
